chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rms,zero_crossing_rate,name
0.3319683,5196.210970001213,3361.456921676752,7774.085860462587,0.02431247,0.19059622426044084,1
0.42843083,5704.056028602439,3745.5920890289667,9239.892464834687,0.024954153,0.2106100909947796,1
0.46448693,6073.741127441149,4007.3277230613767,10011.140856112239,0.017349996,0.21866276645881672,1
0.34388152,4854.468609906304,3132.450683391081,7141.579244308295,0.028621709,0.17462682170823665,1
0.3095416,5386.960672171914,4115.70640596606,9536.810855024652,0.018728934,0.17067298977668213,1
0.37369302,5940.360430324475,4450.969457788681,10651.59127573956,0.009423066,0.1913767945185615,1
0.4041853,5814.627409449323,4069.3934688974564,9886.538051950405,0.018615777,0.1987191397186775,1
0.36458302,4538.39236080041,3938.9254276748934,7803.662789116879,0.0187616,0.14964404183584687,1
0.29110396,4403.136020462349,3333.3159601554216,6955.8741027407195,0.026078517,0.14267555466937354,1
0.34565017,5800.174270426489,4074.0919941798707,9700.333300101509,0.024498409,0.20406304379350348,1
0.44221878,5671.182362120872,4523.417434043088,10757.358772295534,0.016975055,0.17455205010150812,1
0.33531907,4481.019590836553,3759.772384576648,7135.583920932425,0.014322915,0.1505673578886311,1
0.2569559,4980.252410477199,4045.254374462571,8373.018665712007,0.021759642,0.1627721233323666,1
0.44499558,4761.785502284557,3161.0568708782753,6542.696400087007,0.019299971,0.18582103755800464,1
0.3837735,6011.242162138178,5074.059984028523,11415.895084106729,0.018555712,0.19176311448665892,1
0.40576795,4670.558136262447,3464.0062374996696,7078.328582692865,0.021559723,0.16723689457656613,1
0.37972212,5608.709408835345,4587.11580319519,9967.974527805975,0.02159824,0.18367531902552203,1
0.3857389,4012.274251260944,2933.788911041803,5539.828682388341,0.02494946,0.1515507178074246,1
0.42061058,5156.150915775197,3853.0122974637525,8529.046956569025,0.012492998,0.18243479009570765,1
0.46537963,5023.77737620424,4202.413778435244,9040.248196418213,0.015441473,0.16411914515661252,1
0.3938673,4551.488103701215,4370.663379175645,8204.150390625,0.013226834,0.12667443082946636,1
0.54307574,5116.106164536513,4009.355991998169,8943.873373151102,0.01476954,0.16827916545823665,1
0.41285676,4729.308578189984,3519.8338078924958,7381.691945511891,0.016513893,0.1686043086571926,1
0.3510617,4955.184343914313,4143.491317772239,8727.741965450987,0.024506405,0.16776596033932714,1
0.48222882,4850.290521253769,3970.341793813493,8680.628715922274,0.014485858,0.1533361731438515,1
0.3554474,4154.84548071209,3057.800631680449,6203.660863181554,0.019688973,0.1467755311049884,1
0.394533,5430.075477435175,4558.59966563061,10083.684268960267,0.028450048,0.17083726073085848,1
0.40283266,4846.001247061472,3823.8184933108846,7911.278843713747,0.019983873,0.1671893126450116,1
0.3485622,4426.354159445672,3548.9895991070557,7087.421489812935,0.020588016,0.15331011637180975,1
0.3343342,4654.495598936542,3176.8354947850185,6776.713855858468,0.01704215,0.17944505872969838,1
0.44272986,5451.076904293186,4542.761414880934,10021.632672020012,0.016475113,0.17857272331786542,1
0.5296529,4824.5956580238735,3591.4276537676365,7985.321087405742,0.017710881,0.16814208417923435,1
0.4104442,4924.514508927247,4167.154731202362,8842.502447070765,0.017286433,0.1530359538138051,1
0.4348438,4850.034819815995,3895.9401710038023,7952.896380147912,0.013990088,0.16412594257540603,1
0.26566702,4965.624876947531,3933.4652141433685,8040.727867604408,0.018438837,0.17029686593677495,1
0.4381823,4555.0154222719275,3171.343223412208,6466.355949100928,0.01975526,0.17036937173723898,1
0.55358803,5633.76938894327,5207.63874459544,11708.566786905452,0.016066376,0.1506704520736659,1
0.44992673,5021.265469820503,4740.169062817752,9791.262371302204,0.016410265,0.13627351906902552,1
0.43539926,4502.894341098741,3848.3742349947297,7631.64696925754,0.020700393,0.1428670152987239,1
0.39519942,4277.084537869875,3532.0454418179734,6842.812296077436,0.021576233,0.1501776392111369,1
0.3412068,4761.089392403781,3702.589363505622,7366.054143706497,0.019422602,0.16538233214907191,1
0.33713046,4730.079374433282,4118.048615281302,8730.589744054525,0.01923608,0.1448337351363109,1
0.47245058,4551.845319571548,4092.812394473546,8221.68671149942,0.017784633,0.1329133283787703,1
0.37894633,4283.992344960819,3558.7264502154653,6870.390783606438,0.020544348,0.14915689348897912,1
0.45536116,4395.984935326363,3655.8214721019913,7431.403168503481,0.019514257,0.1469749220562645,1
0.4809023,5193.143344945896,3833.927060513973,8380.662703016242,0.018002674,0.19264677892981438,1
0.37486964,4457.2677748680335,3368.9155161458034,6636.723055031903,0.021606535,0.16047799448955916,1
0.47201583,5178.1601219327795,4233.8272069603445,8905.703147658063,0.020582987,0.181161406975058,1
0.55975306,4711.835763372487,4129.311954316281,8481.084369562064,0.018709779,0.1501821708236659,1
0.36375865,4063.1854650331566,3381.548355382396,6461.060080118909,0.017730614,0.13864355242169374,1
0.48345286,4926.787829140748,4629.767228342821,9549.301112057714,0.022239387,0.14389455843967516,1
0.44278815,2962.247377646652,2984.494227434061,4701.832357526102,0.039985683,0.08868479009570766,1
0.41871798,4206.204628686357,3492.7325853285997,6449.219316451567,0.027654056,0.1521806119489559,1
0.4742712,4564.805682980439,4358.493697996544,8579.807361151392,0.013743861,0.13630977196925753,1
0.48123592,4474.984873453414,4001.410772990561,8195.756937898783,0.018390505,0.135240311412413,1
0.37218025,4589.714179987835,4080.43257580912,8111.972293720998,0.018456569,0.15340641313805103,1
0.38830253,4189.3685047461995,3267.671452045967,6461.559690400232,0.028535891,0.15502080010150812,1
0.61416125,4820.9389926781005,4852.591849309603,10107.665562463748,0.018664137,0.12041174231438515,1
0.42150363,4130.57662924597,3148.651593055318,5990.22735100058,0.02495298,0.15456650594547564,1
0.44495144,4490.107120155904,3925.8992724085438,7653.429977523202,0.0240945,0.1462895156612529,1
0.48472902,4127.9525896894565,3222.7710227678454,6119.126803581787,0.021446524,0.15052317466647333,1
0.5567103,6014.6548444879245,5431.090552218343,11340.553853683296,0.026077662,0.10325165857018562,1
0.5091791,3218.9894292507097,2884.3070290272467,4784.168131888051,0.026600333,0.10891730713457076,1
0.43896362,4063.1765069860908,3577.7642389766697,6725.154074825986,0.021620836,0.13911597302784223,1
0.5722991,4824.354493786669,4265.114926458852,8673.084600674303,0.018251639,0.15260658352668213,1
0.3461652,4221.581440276988,3422.867463677113,6816.582756308005,0.019599892,0.13607752682714616,1
0.6172488,4909.8326045989625,4869.78812668889,10014.588167053364,0.015124305,0.11181074173433875,1
0.5366483,4161.182911067052,3674.963083435741,7195.337310578596,0.026308522,0.1319412974912993,1
0.6157226,3439.5579359141752,3508.556919656733,6135.663903893562,0.018427158,0.09759280742459396,1
0.4193825,4009.585275694555,3427.137302991153,6322.118460883121,0.0237025,0.13498767401392112,1
0.36513317,4107.875690089369,3663.5635148487,7098.662721142691,0.020920591,0.12100311774941995,1
0.44599026,4819.619590668685,3647.5501263576084,7613.710960158062,0.020185262,0.17290367604408352,1
0.52679706,5373.9723485551685,4703.840473900304,10279.931187463748,0.022586303,0.1568391096287703,1
0.36986545,2648.2458221171723,2504.573527193323,3672.7351000580047,0.048544373,0.0938349677349188,1
0.3739966,4349.473086509571,3703.7938748071033,7060.692339762181,0.021173093,0.14524611187645012,1
0.46062854,5037.343074733396,4094.292584279523,8584.054048542634,0.016814861,0.16721536941705337,1
0.35984012,3989.202546066685,3373.758102894404,6168.288455263921,0.029859232,0.133309844475058,1
0.45017728,5700.148822291981,5029.805151821248,11346.699060143561,0.011790452,0.16247303690545242,1
0.42551097,4336.175411026225,3266.221630672544,6622.833889211137,0.019847117,0.15221233323665892,1
0.393825,5321.902078974159,4581.103555595558,9711.974219656322,0.011921535,0.1638880329176334,1
0.5778109,5652.5184863403465,4330.670972206781,10192.9490374855,0.015048798,0.18847089798433875,1
0.42058703,5071.885880489212,3807.2917361777636,8148.5437663138055,0.01879088,0.17897603683294663,1
0.52722234,6106.705974078971,5415.619664662644,12720.12772349913,0.018018803,0.18049299412703015,1
0.3942792,4581.37373238922,3183.3959653176885,6430.983541183295,0.021801833,0.17542551841647333,1
0.4790364,3342.8335287535197,3152.4037694234225,5313.954874202436,0.024350576,0.11243723716647332,1
0.45722145,5638.75453127364,4723.824008694253,10827.154328596287,0.010675311,0.17162916002030162,1
0.3243378,4910.6612190713395,3850.8905965756107,8000.659123042344,0.01612527,0.17153173035092809,1
0.45752674,5746.278748053938,4509.709484992559,10430.163999057424,0.015499578,0.19450927167923435,1
0.54004174,5135.387002924549,3939.9040728527066,8709.456229154583,0.021046082,0.1770988163428074,1
0.37058714,4634.6496728032425,3763.8622858892686,7730.419921875,0.02048764,0.15907999202436196,1
0.43394306,5150.87770778146,3882.932072947023,8442.414533787703,0.015997669,0.18073996700986078,1
0.32113755,4484.518460101656,3621.478994133032,6955.774180684455,0.02478018,0.15318096541473317,1
0.2808581,4910.516776212482,4115.421596887693,8489.87751051334,0.025546275,0.15602908388921113,1
0.3343591,5520.698060203568,4732.841733328246,10258.348023310615,0.026335577,0.17439231075986078,1
0.45346123,5117.624527939094,3748.9982224801374,7986.070502827726,0.020221535,0.1825922636310905,1
0.48328364,3360.98994717375,2625.702932290057,4773.026822614559,0.04563857,0.11330504096577726,1
0.39781,5631.89814134642,4777.52638614722,10756.659317901682,0.028495247,0.17125077037412992,1
0.4870464,4380.934296866429,3318.4497017452145,6348.348000652552,0.01960889,0.1573851689385151,1
0.4629273,5249.74310290826,4267.295245092275,9241.441256706787,0.019501729,0.17329905923723898,1
0.38843107,5215.4222612308395,4346.393224201875,9357.20095888921,0.016645998,0.17601462804524362,1
0.38645846,4733.277834492501,3743.447101922438,7493.704570584397,0.019890616,0.173330780524942,1
0.46674028,5019.259754942505,4308.651907561177,9322.3281612529,0.019745005,0.15777828632540603,1
0.3695328,4350.316824969319,3348.297653150934,6681.038486985209,0.022865469,0.15456537304234338,1
0.48313013,5463.789111151696,4804.271439519466,10669.877012035962,0.0128380945,0.16166867568155452,1
0.41387317,5174.718606834536,4012.1348586751724,8982.04359864414,0.017495112,0.17808557497099767,1
0.3980583,4802.578015282934,3448.8559611782994,7096.86412412993,0.018464845,0.18557293177204176,1
0.5200326,3241.0040654966056,3280.132059918851,5464.137724767981,0.022159196,0.10948829031322506,1
0.46309182,5569.055207972519,4735.291451894253,10731.478959723028,0.010020703,0.16741815907772623,1
0.473932,5233.1013779994655,4116.313259851309,9286.755909222738,0.011894408,0.1715974387325986,1
0.2899073,4643.876947991002,4016.8025821813158,7830.341978139501,0.024248872,0.1521738145301624,1
0.47029352,5096.6186770874565,4408.233844893271,9181.937672201277,0.016325163,0.15888286687935035,1
0.39100987,4569.773174983804,3747.0353301791615,7850.476272476798,0.020608656,0.16079067575406034,1
0.47808117,5653.658553547368,4704.326290778971,10562.860489776682,0.01638456,0.18262738362819025,1
0.4844902,5062.513591041129,4333.482511613149,9127.979761818446,0.017832933,0.1569512670388631,1
0.2582989,4854.055378417238,3583.5926065303543,7542.866222266532,0.025761597,0.1749632939385151,1
0.44572318,4925.980849234579,3467.0132700955405,7435.949622063515,0.020081367,0.18549929306844548,1
0.45297593,5993.641837778462,4910.8933826994535,11234.886279183585,0.022825217,0.19632191669083526,1
0.5038197,3235.1669074043834,2944.2700634871658,4979.965401138341,0.029328354,0.10989726834396751,1
0.45909917,4897.958177248135,4084.8610014527467,8485.680784150232,0.016304122,0.1633680303799304,1
0.37105927,4709.282712674864,3586.890446052215,7294.010341139791,0.018193524,0.16960919373549885,1
0.3974851,5212.676295295686,4035.452642349948,8540.088343786252,0.012870668,0.18421684672273783,1
0.45285103,3898.259101862107,3158.62644484733,5989.677779691126,0.026387157,0.13484266241299303,1
0.47233862,5076.5986312020705,4083.5935072416682,8904.30423887036,0.018007703,0.16988109048723898,1
0.36081082,5351.518215898863,4417.43987760309,9779.42160763486,0.016352175,0.1730622824825986,1
0.52400553,5277.4910792288,4393.156914046843,10124.502428944315,0.018958505,0.16740569714327147,1
0.3202775,4382.255891202336,3433.4135149331687,6739.792656068736,0.015220383,0.15095934237238978,1
0.49071714,6271.279869986629,5415.972241158266,12620.855160600348,0.01659457,0.19099500616299303,1
0.38693324,4459.200766895955,3387.490577691481,6567.626953125,0.023360277,0.16397186774941996,1
0.39248455,2897.2929419074494,2635.7224373994823,3894.9117921621228,0.04203437,0.10181400449535963,1
0.42485482,5373.545796830453,4794.234420033029,10308.209129386601,0.011104761,0.16572107018561485,1
0.5084672,5076.509340618571,3798.6304860622504,8232.178527407192,0.014193746,0.18560125435034802,1
0.40597516,4761.931685848049,3865.0182324869343,8088.990220780162,0.02024825,0.16142736731438515,1
0.46955985,3468.669615643793,3263.1338793794716,5638.102024724478,0.028661001,0.11586993365719257,1
0.6192966,3981.91995340615,4725.025282112987,8849.846718206207,0.012322568,0.09190903241009281,1
0.45610568,3753.8064432335236,3320.8916777090094,5965.546603103248,0.024693549,0.1243281884425754,1
0.4841531,4039.108314210756,3958.05461925626,7461.529668467228,0.023055712,0.12093174485208817,1
0.44203085,3779.198049260634,4094.0914200949974,7106.106914334397,0.030768905,0.1151267492024362,1
0.3999456,3819.0925078140517,3822.6917462613696,6897.469660854118,0.023765624,0.12493769032772621,1
0.40323672,4128.186495247032,3764.634664299159,7223.665213529583,0.024324473,0.13740755510440836,1
0.5335147,3353.1321156544086,3350.5232648848914,5744.519014646172,0.023084154,0.11392020736658932,1
0.46447,4020.7565540315877,4311.39835672956,8007.054134643271,0.020835133,0.1096797509425754,1
0.5874831,4182.7949277595,4627.754682521919,8913.896756271752,0.011242343,0.10930929161832946,1
0.3883224,4387.347569570949,4162.315905984001,8150.192480242169,0.029582797,0.1345526392111369,1
0.5124381,4782.011116699066,4710.779956798608,9642.828156721287,0.021712271,0.1378788428074246,1
0.44909525,4170.675417947513,3918.9548088991696,7279.621565037703,0.02041237,0.13542270881670534,1
0.5053376,3994.45441621772,3954.124872200895,7801.514464907193,0.026127215,0.11198974042923433,1
0.51289064,4406.147498583209,4397.197957531124,8534.592630691704,0.015308982,0.13463080952726217,1
0.47775638,3250.423291685489,3501.800767100373,5698.155180539443,0.014005088,0.10059613362819025,1
0.4141469,2728.9286534850175,2993.6762445411027,4254.980921911253,0.023351425,0.08334088602088167,1
0.48954085,3793.6608954339176,3711.3541387949826,6765.822351725638,0.022138787,0.11821957475348027,1
0.4365159,3277.493166504421,3026.153292973595,5157.476934092228,0.035781268,0.11829208055394431,1
0.49563634,4081.4721009026293,4120.152059547689,7433.001921403712,0.017742619,0.12702789660672853,1
0.4082648,4187.110594641343,3641.5661964440897,6728.751268851508,0.021043107,0.1451894667198376,1
0.5669999,4806.619813251874,4407.079461177948,9578.578274543213,0.011326367,0.1402466103538283,1
0.43273827,4267.2128520375645,3366.1235717836803,6507.873563478828,0.021443943,0.1543036724187935,1
0.5596226,4528.684649903253,4513.961794152362,9492.39550101508,0.0132811675,0.12393733686194895,1
0.49882004,5094.387556882303,4403.695379615031,9851.165644032773,0.014689781,0.16771497969837587,1
0.46214536,4561.897490254922,3561.542276044634,7576.939643452726,0.024708726,0.1616278911687935,1
0.50783676,4736.245098127782,4818.672295770486,10022.28216538573,0.017482588,0.1311777207801624,1
0.43093264,4330.072390355921,4024.0019854155726,8126.061303654293,0.020811448,0.12690667597157773,1
0.49233893,5012.005069202294,4453.588855842343,9820.03992350638,0.027933408,0.15567788391821347,1
0.4383895,2522.730737007713,2545.6938944076805,3514.8082901319603,0.042958792,0.07738408135150812,1
0.4213052,3877.7167284406632,3423.772258897712,6373.278553690545,0.03104567,0.12448226326856149,1
0.44661018,4685.443887507154,4298.948133144936,8561.271819714328,0.017920692,0.1487127954611369,1
0.45719317,4497.5442787057755,4387.807334707326,8730.889510223318,0.018050648,0.1404142800174014,1
0.50512546,3724.057830227338,3864.410232949655,6867.642927059164,0.019396102,0.10725873694895592,1
0.3623003,3971.841373919276,3655.522286904287,6685.28517437645,0.028117832,0.13066338275812064,1
0.48462963,4625.869886353014,4391.280598676148,9239.592698665892,0.013232331,0.13803971505220416,1
0.3656203,4358.826261972,3891.394303088245,7346.169654509861,0.025392683,0.1418881869924594,1
0.4155368,4690.450294516948,3179.474579498604,6664.151659476508,0.0251407,0.18465754604118328,1
0.4466819,4360.777476746912,4498.198036414149,8986.88981837297,0.025219627,0.11138023854408352,1
0.43538997,4702.295153926709,4279.068376608123,8458.751789986949,0.031489946,0.1455010150812065,1
0.4680896,3126.693429095808,3042.2048638121114,4757.2890987529,0.04228184,0.10076267038863108,1
0.42335317,4401.792765099561,4299.5847381941185,8298.476811738688,0.02888034,0.12918494417053364,1
0.5360784,4352.011899747031,3908.9011831866974,8085.343065726508,0.018793121,0.13547935397331787,1
0.4880169,4391.130498296704,3791.093601886556,7298.356950587297,0.020709947,0.1434606565400232,1
0.48274106,3689.9288580502553,3553.088269878139,6446.4214988761605,0.021658033,0.10979983867459396,1
0.51237804,4050.4743321882497,3913.1937521776526,7012.030298361369,0.020179443,0.12794441524071926,1
0.5047283,3485.0510870229596,3547.0158708860586,6215.701470961427,0.024757504,0.09868605894721577,1
0.4480961,3530.536472188242,3041.88019864494,5261.445833635441,0.029889546,0.12276251631380511,1
0.61455154,2010.8591328481477,2974.5073007458377,3440.8160074680973,0.100147985,0.03724985498839907,1
0.5680352,2247.3636612089645,2845.2408222842237,3587.9012742894433,0.026621068,0.05463765226218097,1
0.6306212,2333.4410832225044,3188.5828728001497,4265.522698847158,0.03477796,0.04213266748839907,1
0.5432856,2965.0680446421766,2897.974245610507,4732.208662630511,0.030595776,0.08378045243619489,1
0.57619816,2855.378945120499,3202.8587940390235,4700.383487710267,0.019870654,0.07560429053074245,1
0.59143734,2651.068391127687,2848.949671497861,4248.136261057135,0.028537454,0.07391060034802784,1
0.5707026,3077.792678371501,3342.900876196256,5272.637103937065,0.027035438,0.09714757649361949,1
0.60323423,2553.1119193793356,2932.9706670404544,4199.773985825116,0.034218524,0.06476693916763342,1
0.53611434,2700.3921327722514,2710.570281596648,3995.783107961137,0.027760493,0.08086549267691415,1
0.64869505,2068.5894053067955,2924.27297519306,3535.3422726943154,0.053491376,0.03910215160962877,1
0.57579076,3064.8875663694707,3369.6861565131703,5196.59641911978,0.024263944,0.07790861550174014,1
0.5295808,3764.1857869770674,3296.968274701069,6068.716126196346,0.026249627,0.11912816306554525,1
0.45788443,3733.91345734696,3870.1499062818853,6509.47231637906,0.029272974,0.11368796222447795,1
0.4683011,3564.76456053442,4007.503384945708,6840.364205698956,0.018048842,0.10047151428364269,1
0.42077655,3075.2329270756773,2787.404679332418,4438.537739269142,0.042265367,0.10559223644141531,1
0.49634215,4252.626279211284,3856.6393068592706,7670.366766060035,0.019657655,0.13036316342807425,1
0.44065756,3668.0821774835867,3767.8637390460967,6607.445892546404,0.028359842,0.09744892872679814,1
0.6118641,3756.75472784985,3952.204179129897,6752.133030017401,0.017730469,0.08995250870069606,1
0.46050614,3827.232765352227,3990.805762898114,7164.361473136601,0.0277285,0.10142202001160093,1
0.49395832,4353.011839189189,3421.3577517504796,7082.575270084107,0.021468444,0.15100239269141533,1
0.45706117,4171.586924252637,3908.8397647954594,7224.464589979699,0.021272084,0.12526396642981438,1
0.5044555,4063.366516729987,3851.2586332140336,7564.299503335267,0.0153784305,0.1235192956061485,1
0.4528123,4137.810700748126,3961.07060926706,7148.623749274942,0.017614938,0.12946816995359628,1
0.49094158,4040.270376828189,4109.031716897193,7960.540417452146,0.022709906,0.11421929379350348,1
0.5205472,4117.841173201194,4249.747900527175,8014.398405778712,0.01669188,0.11332883193155452,1
0.46279848,2755.381769826072,2524.278921457257,3951.8673642328886,0.050913513,0.09130292923433875,1
0.48170516,3974.7278387626784,3563.772997917909,6938.637548035093,0.027087437,0.12122516676334107,1
0.51472896,4181.000927165876,3984.157108366674,7422.909793720998,0.01864431,0.12390108396171694,1
0.5008132,4623.954509146311,4496.6498006989295,9020.763395446636,0.019926975,0.13462287920533642,1
0.5290566,4171.84321991835,3937.150935287674,8059.763019322796,0.027547257,0.11407768090197216,1
0.48657203,4397.22929323091,4316.369836368223,8580.956464798433,0.020636495,0.12195249057424594,1
0.47029132,4149.860587310482,3943.273061719545,7715.931223716648,0.019744541,0.1151312808149652,1
0.5190798,4373.926716504839,4122.881791162249,8334.8984012471,0.02198384,0.13330191415313225,1
0.5058977,4240.825520366435,3938.7272563244933,7750.004644902842,0.01943765,0.12140982997389792,1
0.3913451,4102.338107762814,3482.500283290836,6776.314167633411,0.027399559,0.13110634788283063,1
0.5225906,4553.1021660179995,4549.047234801114,9390.0253543721,0.03041282,0.12418657555104408,1
0.52495986,3292.0699209336044,3078.8047997074073,5152.43087025087,0.05309112,0.11245536361658932,1
0.43304288,3980.245224976174,3532.0273893621866,6567.876758265661,0.027971625,0.1305342318010441,1
0.45317885,3881.5422959385282,3498.794264100719,6426.187282482599,0.027935127,0.13503412304234338,1
0.5397254,4589.182366980307,4458.6709079265875,9069.325514791184,0.021424059,0.13429207149071926,1
0.48676684,3591.9384908276543,3652.7548015700554,6403.554936738689,0.029439302,0.10281322505800464,1
0.45905626,3981.322203258164,4262.744638612593,7876.555929161833,0.017811194,0.10767677820475638,1
0.4903734,4355.753282393355,4123.033939620741,8296.528331641532,0.0137122,0.12680244888341066,1
0.4777373,4136.481494516238,3095.923743623341,6192.01994362674,0.028279187,0.15208091647331787,1
0.42601877,3462.822033952816,3713.9411344295518,6324.616512289733,0.030086977,0.09309178328016242,1
0.5192214,4164.42375345217,3576.55251736409,6550.590242531903,0.020378938,0.1282525648926914,1
0.5991732,4106.744680185208,3984.2302807741407,7635.893656648782,0.014722785,0.11079112891531323,1
0.5265112,3111.7975234450273,2769.312275137885,4729.810533280162,0.03824011,0.09674313007540604,1
0.48549762,3723.8590786739846,4075.0831415536836,7280.071214290893,0.021114746,0.09418730060904873,1
0.58212864,3873.6654441881583,4216.6499357372495,7538.1698856221,0.017461855,0.1048932352088167,1
0.43203413,3821.763575616794,2917.7200519666926,5481.124474332946,0.031128757,0.148410310324826,1
0.5329932,2391.72122547367,2821.0123042364944,3781.8000244707077,0.019983659,0.07886365284222738,1
0.50401366,2334.7485794708355,2528.9417416945007,3510.8114078813805,0.02906197,0.07963969148781902,1
0.4798001,2764.455859603346,2591.919947540486,4038.899475239269,0.034143135,0.09524769794083526,1
0.5216901,2842.9403918843973,3043.158242600834,4478.506561774942,0.021584708,0.09447958961716937,1
0.43976712,2992.5374098616335,3124.502508856524,4733.657532446346,0.02425964,0.09534965922273782,1
0.5998223,2822.038653171628,3809.974490391108,5330.541935542344,0.019101512,0.07115424702726218,1
0.43040794,3445.876375734588,2905.526599895466,5030.925649833237,0.03671857,0.1216805938225058,1
0.46357146,3137.9825682479354,2844.1045323042613,4780.471015806264,0.039883405,0.11984075913573086,1
0.51581985,3602.021910869917,3252.153848111075,5982.633274724478,0.024183517,0.11575211173143851,1
0.5352496,3436.848969357799,3812.00593308155,6198.165150087007,0.016710093,0.10774701819895592,1
0.54937476,4050.5608414140534,3565.392227812491,6968.863970055105,0.020830724,0.1297106112238979,1
0.41495118,3799.323509736044,3201.591924187385,5828.253697795823,0.024281947,0.1291792796548724,1
0.5465623,3292.5403217309686,3785.8960322962157,6051.929220743909,0.02290639,0.08722107924883991,1
0.6031386,3497.970764147367,3987.4012663088747,6803.043317684164,0.018489888,0.08413618401972157,1
0.54102665,3421.323945900034,3653.677699633603,5917.434133011891,0.019531993,0.10733804016821345,1
0.5331004,3349.1111539483295,3443.765514227484,5761.9054524361945,0.025041247,0.10508016422563805,1
0.52815604,3450.849035466841,3499.7647354334435,5782.739201167344,0.023243252,0.103524688225058,1
0.44665277,3769.8524811993357,3303.565508822044,5948.909580735209,0.024727028,0.12798066814095127,1
0.46716484,3399.8577743399323,3130.704107395425,5302.214032591357,0.07085655,0.12418204393851508,1
0.55996305,3769.579090829111,4397.748196504679,8195.607054814385,0.019897103,0.0780490954901392,1
0.3964048,4051.011462793732,3646.421901104463,6451.267718604989,0.024229735,0.1338966882975638,1
0.5268348,4355.050306851991,3783.994333049707,7434.95040150087,0.014428923,0.14772037231728538,1
0.42305416,4126.902306286516,3015.119598395499,5935.070375942575,0.02949823,0.15823597919083526,1
0.5455677,3671.1965577508154,4034.7311233029172,6787.85516513196,0.02347744,0.10029591429814386,1
0.44885215,3872.4786309556735,3689.540881489519,6614.040748259861,0.02008983,0.12476548905162413,1
